"","Editd_g","Kill_cd","Distance"
"5371",5,1,91205.78929952
"5372",14,1,80131.90709218
"5373",5,1,140752.06271633
"5374",11,1,90470.74836522
"5375",15,1,90372.91424945
"5376",18,1,121466.00028044
"5377",3,4,166865.56895367
"5378",4,1,167881.18180537
"5379",15,1,115521.25253939
"5380",14,1,165183.49601182
"5381",5,1,168081.03678677
"5382",19,1,158062.19762964
"5383",6,1,73272.30436159
"5384",0,1,151354.13839917
"5385",0,1,148801.32385651
"5386",13,1,83915.271299
"5387",20,1,65062.33141919
"5388",11,1,155385.29168214
"5389",9,1,104214.00660969
"5390",3,1,100376.0731676
"5391",0,2,84980.2653856
"5392",7,1,96024.13078808
"5393",13,1,98707.04732911
"5394",4,1,65062.33141919
"5395",4,1,87650.66178195
"5396",4,1,104023.7453772
"5397",20,1,104969.74025105
"5398",20,1,37508.52107573
"5399",13,1,37508.52107573
"5400",4,1,97592.01013467
"5401",3,1,89361.44991769
"5402",5,1,89368.73738733
"5403",17,1,42971.85394047
"5404",6,1,101057.33555124
"5405",13,1,136685.59810175
"5406",0,1,162973.32144539
"5407",0,1,136731.95735818
"5408",18,1,141122.77577743
"5409",10,1,139743.01768956
"5410",6,1,135638.76998295
"5411",13,1,60585.91052133
"5412",5,1,24799.29956774
"5413",7,1,157610.42175528
"5414",3,1,157653.82129321
"5415",6,1,57422.30500495
"5416",10,1,157844.46192453
"5417",0,1,113209.19610903
"5418",0,1,123750.10250896
"5419",0,1,126695.15782644
"5420",0,1,73989.23686167
"5421",0,1,102266.26544388
"5422",0,1,93212.23263934
"5423",0,1,75313.29192341
"5424",0,1,158089.84626668
"5425",0,1,100686.87909201
"5426",0,1,81310.99630414
"5427",0,1,104417.62301125
"5428",0,1,159124.39883267
"5429",0,1,169536.48770115
"5430",0,1,140187.99701973
"5431",0,1,78987.43629347
"5432",0,1,145609.58276803
"5433",12,1,135826.66764605
"5434",13,1,51237.25716504
"5435",5,1,31520.45049883
"5436",17,1,56966.22722613
"5437",3,1,66645.9515473
"5438",12,1,46122.3551737
"5439",3,1,87950.08424428
"5440",29,1,10845.0700581
"5441",14,1,29732.79044227
"5442",1,1,29732.79044227
"5443",7,1,33866.63175388
"5444",17,1,25326.03966129
"5445",4,1,89529.96448853
"5446",7,1,90823.5276979
"5447",7,1,83934.05604703
"5448",2,1,64552.29793325
"5449",2,1,64081.76972622
"5450",15,1,3601.75028536
"5451",21,1,31327.88640603
"5452",0,1,99767.21275791
"5453",3,1,166875.66000949
"5454",2,1,166875.66000949
"5455",16,1,83246.95331656
"5456",7,1,105082.49611693
"5457",4,1,95860.79503116
"5458",6,1,81495.85158741
"5459",3,1,62527.68601037
"5460",3,1,62527.68601037
"5461",2,1,59731.27627403
"5462",5,1,32868.41777737
"5463",4,1,72209.71753707
"5464",6,1,83698.05549413
"5465",1,1,102303.51636478
"5466",4,1,68009.64641288
"5467",17,1,65965.7991844
"5468",0,1,133834.14602233
"5469",3,1,136833.64893743
"5470",2,1,162156.66583978
"5471",3,1,174332.36234246
"5472",3,1,101606.3467708
"5473",15,1,101606.3467708
"5474",3,1,118125.79748564
"5475",1,1,79551.10653791
"5476",8,1,104869.15484047
"5477",9,1,83472.52219799
"5478",4,1,86940.2106697
"5479",9,1,71384.78740039
"5480",4,1,89032.11195492
"5481",6,1,73678.21974778
"5482",5,1,59774.08458227
"5483",6,1,86210.9492611
"5484",5,1,78203.80285412
"5485",5,1,63963.96255303
"5486",9,1,81518.81625134
"5487",3,1,95937.99987626
"5488",0,1,147070.30318729
"5489",4,1,98852.30075314
"5490",2,1,74228.68529381
"5491",0,1,97182.34711779
"5492",8,1,85935.33719064
"5493",8,1,100355.74598386
"5494",6,1,104135.66860981
"5495",4,1,9485.90796577
"5496",5,1,82992.94509037
"5497",0,2,82528.16099617
"5498",13,2,2270.71602826
"5499",14,1,82031.69715895
"5500",12,1,62361.83390994
"5501",2,1,64552.29793325
"5502",3,1,81922.25419607
"5503",10,1,99107.23084541
"5504",4,1,19459.83522667
"5505",4,1,48608.11618492
"5506",5,1,76698.64971006
"5507",8,1,85886.47725232
"5508",2,1,58503.03950587
"5509",5,1,73706.12279926
"5510",8,1,133848.97838139
"5511",13,1,74067.71438882
"5512",9,1,18585.89436681
"5513",5,1,79748.77958052
"5514",5,1,78529.36088287
"5515",4,1,74710.03446227
"5516",9,1,88135.63754233
"5517",7,1,17661.84989825
"5518",3,1,51208.15311727
"5519",2,1,67446.6427169
"5520",6,1,84029.27492383
"5521",5,1,56379.38086015
"5522",0,1,151829.83534121
"5523",8,4,51167.20943719
"5524",6,1,63449.05507193
"5525",7,1,53874.54842003
"5526",4,1,39868.55382884
"5527",4,1,30804.71830931
"5528",5,1,29804.76626097
"5529",8,1,32246.07035875
"5530",2,1,82560.7321621
"5531",3,1,52135.80568102
"5532",11,1,43269.00054619
"5533",0,1,54586.69302835
"5534",10,1,80998.30576324
"5535",7,1,60800.53518898
"5536",12,1,68024.99873318
"5537",11,1,75723.69296328
"5538",8,1,81439.75507795
"5539",12,1,66711.96732303
"5540",13,1,66698.15164477
"5541",7,1,89407.52539319
"5542",10,1,48872.44851043
"5543",15,1,17309.32721079
"5544",3,1,13337.08802007
"5545",5,1,125874.96664459
"5546",2,1,93504.65083621
"5547",1,1,95631.80075832
"5548",2,1,112945.67833186
"5549",11,1,174868.04502494
"5550",4,1,115826.26680976
"5551",8,1,111834.49141788
"5552",17,1,65408.54031364
"5553",8,1,78768.32135813
"5554",5,1,142846.18760485
"5555",0,1,98654.35899406
"5556",7,1,46562.24144064
"5557",15,1,31964.89725814
"5558",4,1,120851.79257654
"5559",7,1,134826.7741333
"5560",7,1,31601.45684418
"5561",0,1,58901.52944977
"5562",0,2,160825.93511266
"5563",10,1,22446.42935229
"5564",3,1,21516.2722074
"5565",4,1,34861.74149913
"5566",12,1,68500.34766724
"5567",3,1,81824.94777779
"5568",7,1,67413.75312525
"5569",5,1,92882.9480158
"5570",5,1,121851.6715601
"5571",4,1,45852.05950063
"5572",15,1,28765.33454798
"5573",5,1,28310.35659275
"5574",6,1,35800.78338551
"5575",2,1,80319.7680573
"5576",4,1,96242.26000057
"5577",4,1,30473.27335959
"5578",23,1,36859.1425094
"5579",20,1,36859.1425094
"5580",6,1,19463.72027305
"5581",2,1,19463.72027305
"5582",6,1,48099.63412084
"5583",13,1,68520.76532084
"5584",5,1,54180.91765625
"5585",4,1,112609.2762853
"5586",0,1,77753.76947077
"5587",17,1,59599.93108738
"5588",7,1,30059.39313837
"5589",6,1,95860.79503116
"5590",3,1,68931.88018414
"5591",8,1,73064.28835036
"5592",3,1,90816.43739968
"5593",2,1,106088.1595119
"5594",2,1,85588.35957184
"5595",3,1,30861.07127189
"5596",8,1,85323.8370147
"5597",1,1,99439.03113029
"5598",4,1,112834.69785018
"5599",4,1,81273.2963415
"5600",4,1,80429.14100852
"5601",15,1,81932.34606951
"5602",3,1,106248.06884599
"5603",14,1,104082.50842765
"5604",8,1,53154.56709382
"5605",6,1,84966.14661472
"5606",4,1,85101.34461366
"5607",12,1,34538.4679731
"5608",2,1,13517.0219672
"5609",0,1,48561.40822227
"5610",4,1,17751.8670218
"5611",7,1,118004.72225638
"5612",0,1,141825.63671543
"5613",4,1,87881.69618606
"5614",5,1,63956.2111967
"5615",2,1,33325.65354769
"5616",15,1,99741.80461257
"5617",5,1,125928.88383837
"5618",4,1,178963.97724591
"5619",3,1,74236.53094256
"5620",11,1,108824.95706923
"5621",4,1,69315.9284983
"5622",13,1,142832.31459404
"5623",29,1,84834.62474649
"5624",4,1,151962.02770302
"5625",3,1,88320.69613175
"5626",5,1,70299.48001734
"5627",5,1,66358.57626727
"5628",21,1,90509.51349146
"5629",0,1,4013.67678238
"5630",3,1,93545.54595961
"5631",2,1,96831.58014453
"5632",7,1,82483.65415763
"5633",8,1,106678.54751251
"5634",5,1,75387.20212638
"5635",12,1,83779.83990476
"5636",7,1,30319.38648436
"5637",2,4,80703.47866534
"5638",6,1,64823.88216311
"5639",2,1,83190.18160616
"5640",24,1,77385.23258339
"5641",7,1,42279.47828362
"5642",0,1,9547.29604085
"5643",0,2,59617.97709177
"5644",3,1,167939.87866511
"5645",0,2,152608.51214256
"5646",0,2,95207.67053899
"5647",0,2,99554.30088162
"5648",0,2,99554.30088162
"5649",0,2,99554.30088162
"5650",8,1,83225.97118155
"5651",4,1,139148.60618348
"5652",2,1,103411.79380525
"5653",4,1,111512.48691597
"5654",13,1,98922.94522255
"5655",4,1,77723.01088643
"5656",6,1,84406.33120621
"5657",3,1,134452.72873343
"5658",15,1,132098.68180068
"5659",14,1,129016.40504558
"5660",6,1,116304.55762923
"5661",12,1,59319.89047229
"5662",4,1,40029.87446134
"5663",5,1,45117.44905026
"5664",6,1,87460.5701516
"5665",0,1,71725.18099613
"5666",5,1,72732.06776212
"5667",7,1,30962.06233903
"5668",2,1,51456.50048335
"5669",4,1,101096.63880674
"5670",5,1,89517.86868527
"5671",13,1,41145.74478183
"5672",2,1,141832.5688363
"5673",2,1,116299.97013227
"5674",10,1,166834.06131138
"5675",5,1,167209.48734433
"5676",5,1,52382.97314194
"5677",3,1,81996.6351699
"5678",11,1,133114.49011438
"5679",6,1,140974.04185608
"5680",20,1,37447.03113601
"5681",2,1,135130.63647795
"5682",3,2,111254.68724842
"5683",3,2,114043.26749845
"5684",4,2,101731.69678633
"5685",0,2,101731.69678633
"5686",0,2,76837.52630928
"5687",18,1,53607.82922478
"5688",11,1,48228.66628254
"5689",18,1,31806.95573005
"5690",21,1,85078.120711
"5691",3,1,126850.9201976
"5692",3,1,81869.32967375
"5693",11,1,47735.03308973
"5694",20,1,93012.15055385
"5695",5,1,16771.17995241
"5696",4,1,22707.64643765
"5697",20,1,90370.91972496
"5698",5,1,98597.31183518
"5699",22,1,37847.69155076
"5700",7,1,42644.94890754
"5701",4,1,39934.30370048
"5702",25,1,46831.5783714
"5703",6,1,52649.8569799
"5704",6,1,44123.99097338
"5705",14,1,36779.04171655
"5706",0,1,77146.37698366
"5707",15,1,76764.65870159
"5708",2,1,34082.40654965
"5709",14,1,62312.92362709
"5710",6,1,43555.44702041
"5711",3,1,10007.49917543
"5712",4,1,147824.33857511
"5713",18,1,15383.73635668
"5714",11,1,48413.18747792
"5715",3,1,132039.59322893
"5716",4,1,50118.03113934
"5717",3,1,41024.81189787
"5718",16,1,94049.87662688
"5719",19,1,82638.10003585
"5720",3,1,25794.65639826
"5721",3,2,81919.07460388
"5722",14,1,12226.11067692
"5723",23,1,56850.65138963
"5724",12,1,7594.17899807
"5725",13,1,26910.39195522
"5726",10,1,139933.75015941
"5727",13,1,51635.84440076
"5728",3,1,111946.53447896
"5729",0,1,10769.82482143
"5730",10,1,86146.11894419
"5731",14,1,26942.96586091
"5732",18,1,106128.53204823
"5733",3,1,111781.40469206
"5734",5,1,88967.80880881
"5735",2,4,115248.4079632
"5736",3,1,77388.7234357
"5737",0,1,73525.66249221
"5738",3,1,40857.78968195
"5739",13,1,49683.68675756
"5740",20,1,48685.68795312
"5741",9,1,44873.71414988
"5742",0,1,42024.46602112
"5743",9,1,35376.87929291
"5744",5,1,65247.44718366
"5745",2,2,88221.25761524
"5746",3,1,84596.91751417
"5747",9,1,63877.23509948
"5748",7,1,77452.50316082
"5749",3,1,74483.42735368
"5750",3,1,76595.57702143
"5751",14,1,82062.86073451
"5752",6,1,168850.31314344
"5753",4,1,35905.19673062
"5754",0,1,129987.9755058
"5755",6,1,100643.46199606
"5756",6,1,95271.26119641
"5757",6,1,111825.59296246
"5758",6,1,98852.30075314
"5759",0,1,146844.65277636
"5760",0,1,114171.1857044
"5761",13,1,83221.39842418
"5762",6,1,133848.97838139
"5763",0,1,45298.69532065
"5764",22,1,56732.27973223
"5765",14,1,38856.99101726
"5766",8,1,92233.41392409
"5767",3,1,81872.77460416
"5768",15,1,77589.80646195
"5769",3,1,75537.90842458
"5770",11,1,84029.27492383
"5771",5,1,138833.56638233
"5772",0,2,79869.83802622
"5773",10,1,112834.69785018
"5774",5,1,168833.53049387
"5775",7,1,153938.99136945
"5776",6,1,65848.6007104
"5777",13,1,84771.87830414
"5778",5,1,42849.88959176
"5779",10,1,6935.93486039
"5780",4,1,131521.0637847
"5781",5,1,30757.55955484
"5782",11,1,31005.33551735
"5783",20,1,41290.49956152
"5784",6,1,94854.7147357
"5785",20,1,30359.20174208
"5786",0,1,54905.85209838
"5787",17,1,41259.44264223
"5788",10,1,42401.55430329
"5789",12,1,52792.61480024
"5790",20,1,46502.76166206
"5791",15,1,148830.89308763
"5792",20,1,142825.43387451
"5793",5,1,128810.77790841
"5794",2,1,92013.01701811
"5795",0,1,110015.79678638
"5796",4,1,120989.43773149
"5797",3,1,102823.35428625
"5798",11,1,46218.87465868
"5799",8,1,44337.27242211
"5800",0,1,100480.23940789
"5801",19,1,113826.65037399
"5802",7,1,139847.21805476
"5803",5,1,55303.84566439
"5804",10,1,75407.62878529
"5805",12,1,86364.62350362
"5806",7,1,15522.79283197
"5807",9,1,110879.3571581
"5808",4,1,82768.98813512
"5809",3,1,56609.40147777
"5810",0,1,94560.62189301
"5811",8,1,49098.41053143
"5812",8,1,50421.00549407
"5813",5,1,52384.35675875
"5814",4,1,57891.25966004
"5815",0,1,73876.2152619
"5816",0,1,62082.56210698
"5817",5,1,32776.98087404
"5818",2,1,78393.59059522
"5819",3,1,112555.72745057
"5820",0,1,36779.04171655
"5821",3,1,152006.19216687
"5822",0,1,131935.28528605
"5823",0,1,32351.98216152
"5824",0,1,18181.7136416
"5825",0,1,17661.84989825
"5826",0,1,14449.58679599
"5827",0,1,36365.16507627
"5828",0,1,48237.32905057
"5829",2,1,116826.45017209
"5830",0,1,170077.79837162
"5831",0,1,82322.40052
"5832",0,1,71444.45213589
"5833",0,1,109086.19280214
"5834",0,1,22550.70131484
"5835",0,1,29594.97965695
"5836",0,1,59093.1610431
"5837",0,1,35784.6314488
"5838",0,1,35784.6314488
"5839",0,1,35784.6314488
"5840",0,1,119364.54461409
"5841",0,1,105042.42901118
"5842",0,1,77182.76729314
"5843",0,1,34807.06085328
"5844",0,1,84600.99854965
"5845",0,1,81877.67750332
"5846",0,1,52489.03778809
"5847",9,1,6999.47026759
"5848",3,1,7100.67806373
"5849",5,1,10410.90777776
"5850",2,2,8214.35931586
"5851",2,2,8214.35931586
"5852",9,1,8586.57217548
"5853",2,1,9586.5274017
"5854",18,1,5747.52632559
"5855",4,1,3655.28557014
"5856",5,1,7704.55421093
"5857",4,1,11402.9802737
"5858",4,1,8415.53796516
"5859",6,5,1655.68180015
"5860",3,1,5414.8547116
"5861",10,1,6528.90163919
"5862",7,1,3517.10157253
"5863",0,5,3925.10324282
"5864",5,1,47362.03627358
"5865",5,4,54942.87588532
"5866",0,1,32197.41415911
"5867",5,1,31288.37276909
"5868",3,1,10714.98686489
"5869",2,4,50310.69199653
"5870",5,4,54234.59661595
"5871",2,4,54234.59661595
"5872",2,1,91163.76412285
"5873",4,1,76043.28553024
"5874",20,1,35121.47504253
"5875",2,1,81417.66239741
"5876",19,1,67772.10025117
"5877",20,1,40543.70063473
"5878",7,1,46338.82298306
"5879",16,1,32481.8948117
"5880",18,1,83979.90913288
"5881",2,1,34419.02930817
"5882",3,1,62597.68755323
"5883",16,2,51749.68250521
"5884",0,2,68897.89586274
"5885",5,1,49586.28389663
"5886",0,1,44132.18879105
"5887",4,1,31982.04352482
"5888",0,1,76332.60064707
"5889",3,1,89841.73329809
"5890",2,1,60332.3734711
"5891",11,1,60332.3734711
"5892",11,1,40231.23913163
"5893",15,1,14070.44984698
"5894",8,1,98031.34730889
"5895",2,1,98031.34730889
"5896",2,1,63881.77736712
"5897",9,1,69045.26694098
"5898",1,1,42555.55921115
"5899",9,1,40616.97343261
"5900",0,1,35060.0340224
"5901",4,1,36371.66620695
"5902",6,1,34739.45140722
"5903",6,1,20468.02506936
"5904",3,1,88518.62064568
"5905",7,2,97972.62715956
"5906",2,1,22564.18931738
"5907",13,1,65471.93976275
"5908",3,1,55491.58581391
"5909",14,1,71465.62094151
"5910",3,1,69931.03300907
"5911",4,1,88518.62064568
"5912",4,1,94713.97865417
"5913",0,1,44573.30610918
"5914",0,2,46300.12325239
"5915",2,1,80837.89116222
"5916",13,1,38710.16251758
"5917",5,1,56117.65190786
"5918",4,1,78070.54849215
"5919",15,1,59763.69519103
"5920",3,1,98621.27015518
"5921",8,1,41357.35042425
"5922",0,1,79474.51096745
"5923",10,1,47408.08339524
"5924",5,1,89575.77326836
"5925",11,1,53884.59839417
"5926",2,1,50416.65795886
"5927",1,1,82570.56583217
"5928",14,1,47408.08339524
"5929",10,1,5038.4998271
"5930",20,1,82592.69473315
"5931",10,1,85201.86067574
"5932",3,2,15460.55822443
"5933",0,1,77967.8708238
"5934",0,1,66473.56500003
"5935",5,1,49688.96625967
"5936",3,1,89906.53342912
"5937",3,1,30309.44326529
"5938",10,1,108632.6600225
"5939",3,1,87719.59902895
"5940",0,1,76043.28553024
"5941",28,1,67013.80600042
"5942",3,1,93794.51865028
"5943",0,1,71512.03072304
"5944",0,1,79437.03918676
"5945",14,1,87614.56385417
"5946",7,1,81355.38720149
"5947",24,1,66824.22952024
"5948",4,1,80171.81343888
"5949",6,1,60032.03925325
"5950",8,1,64844.05441499
"5951",10,1,64128.41684491
"5952",8,1,57224.25246208
"5953",0,1,47980.04314632
"5954",3,1,44914.99599299
"5955",19,1,84383.13167182
"5956",4,1,44870.70582716
"5957",1,1,72478.04121087
"5958",10,1,74508.46859918
"5959",6,1,82394.21255647
"5960",3,1,73228.57400197
"5961",5,1,26866.96907877
"5962",5,1,63743.01358088
"5963",5,1,46164.01252613
"5964",4,1,71462.85456161
"5965",6,1,90677.02488575
"5966",0,1,85112.07829347
"5967",3,1,49128.60132853
"5968",7,1,48576.62560276
"5969",18,1,7942.02480084
"5970",4,1,87250.17728274
"5971",7,1,96604.93358411
"5972",0,1,68457.23907946
"5973",4,1,89582.86128081
"5974",3,2,63634.99098763
"5975",6,1,41480.78693784
"5976",5,1,60408.63075642
"5977",5,1,50435.15136515
"5978",5,1,43501.75425336
"5979",3,1,68170.64569401
"5980",9,1,92122.42476376
"5981",3,1,77077.22200517
"5982",8,1,76191.31936866
"5983",4,1,65529.32016428
"5984",2,1,69445.09720208
"5985",0,1,48580.93580267
"5986",7,1,81034.0663242
"5987",6,1,19536.30875694
"5988",4,1,89812.68900539
"5989",9,1,93976.79453421
"5990",6,1,101764.33266424
"5991",4,1,88394.08312004
"5992",5,1,86776.52788846
"5993",4,1,46924.64352672
"5994",5,1,47332.34847474
"5995",2,1,77240.80886476
"5996",7,1,72641.88542732
"5997",4,1,49056.25113323
"5998",4,1,50213.72835432
"5999",0,1,90403.79757045
"6000",13,1,50397.54838439
"6001",1,1,87084.45856463
"6002",4,1,55462.75349796
"6003",11,1,69045.26694098
"6004",99,1,67232.19453324
"6005",0,1,38975.60311716
"6006",4,1,103426.38801386
"6007",2,1,76332.60064707
"6008",12,1,51541.78496746
"6009",12,1,90823.73677149
"6010",2,1,76703.87703468
"6011",6,1,64844.36131673
"6012",5,1,81134.17814979
"6013",2,1,72389.14919306
"6014",15,1,96319.08794397
"6015",3,1,67691.70527459
"6016",11,1,91695.22517626
"6017",2,1,69642.52087621
"6018",10,1,44363.12402606
"6019",6,1,76129.33272767
"6020",4,1,82066.84278838
"6021",2,1,61063.94775779
"6022",6,1,75299.1347175
"6023",8,1,12533.89999607
"6024",4,1,42543.7464825
"6025",12,1,36454.42504276
"6026",15,1,80114.59730854
"6027",0,1,62891.00264351
"6028",0,1,56898.38276978
"6029",0,1,86453.00582895
"6030",2,1,68707.3288468
"6031",4,1,91058.57737267
"6032",6,1,95106.81124897
"6033",12,1,88393.90230475
"6034",4,1,80403.08971177
"6035",12,1,69441.03787036
"6036",6,1,96083.1260374
"6037",5,1,84234.98457258
"6038",4,1,60253.08939173
"6039",8,1,43258.1551332
"6040",7,1,71788.91769579
"6041",8,1,88977.99911963
"6042",3,1,64140.61510244
"6043",13,1,66837.17852568
"6044",5,1,60273.35412174
"6045",20,1,34028.582113
"6046",12,1,23466.4141611
"6047",8,1,93718.77794495
"6048",18,1,57069.16786109
"6049",19,1,55837.55757861
"6050",6,1,46580.91796809
"6051",19,1,71591.24618664
"6052",6,1,35012.54600755
"6053",13,1,85247.78083436
"6054",16,1,91060.02544927
"6055",3,1,81251.49960262
"6056",3,4,62907.11075227
"6057",19,1,51699.23898208
"6058",0,1,26578.51416657
"6059",8,1,78349.182974
"6060",13,1,43433.82367966
"6061",12,1,85544.97286168
"6062",8,1,92443.8805296
"6063",12,1,87403.89540744
"6064",8,1,72911.81180804
"6065",5,1,71535.29069028
"6066",15,1,36258.55062625
"6067",18,1,100358.57674663
"6068",3,1,52914.05363578
"6069",3,1,47198.81210763
"6070",4,1,38075.20456907
"6071",6,1,35954.36455907
"6072",3,1,47621.6052401
"6073",2,1,67073.50947936
"6074",6,1,89834.59642087
"6075",6,1,51177.56686112
"6076",14,1,87070.59395999
"6077",4,1,90970.95349608
"6078",0,1,48265.88216853
"6079",5,1,42543.7464825
"6080",2,1,71711.77152916
"6081",3,1,32110.25780207
"6082",11,1,34957.25169871
"6083",14,1,39043.11645268
"6084",10,1,61934.06945153
"6085",0,2,69539.66671165
"6086",7,1,96270.27067723
"6087",6,1,71242.79396134
"6088",7,1,40337.21432673
"6089",3,1,65190.29739465
"6090",3,1,66238.58025232
"6091",13,1,69642.52087621
"6092",14,1,36486.82250617
"6093",4,1,39218.67613068
"6094",6,1,57542.1044432
"6095",2,1,84583.5274345
"6096",7,1,83338.66929345
"6097",8,1,44426.59810783
"6098",11,1,65407.69403719
"6099",3,1,38314.11108319
"6100",0,1,46825.14823892
"6101",10,1,38442.08256591
"6102",7,1,67745.5602176
"6103",5,1,67901.17789674
"6104",13,1,52164.02071251
"6105",14,1,47824.54725058
"6106",5,1,43914.63725728
"6107",0,1,49582.40491601
"6108",5,1,73504.03945283
"6109",5,1,64460.7356038
"6110",3,1,57127.05914312
"6111",5,1,94060.63384688
"6112",2,1,77967.8708238
"6113",10,1,69698.3776615
"6114",14,1,95799.87857059
"6115",22,1,88808.4365054
"6116",0,1,79759.25628461
"6117",0,1,78831.33949968
"6118",0,1,63913.8967082
"6119",0,1,56659.95681337
"6120",2,1,92689.56832132
"6121",19,1,91857.42918593
"6122",2,1,55150.95155873
"6123",3,1,102693.14546665
"6124",4,1,69670.05892146
"6125",0,1,82592.69473315
"6126",0,1,16524.5153739
"6127",0,1,54765.03595106
"6128",0,1,56609.28353196
"6129",0,1,92875.92960672
"6130",0,1,79942.25366807
"6131",6,1,79632.49930035
"6132",0,1,38853.97710486
"6133",0,1,71741.87652182
"6134",0,1,71038.82188349
"6135",0,1,55287.61838813
"6136",0,1,55395.68834316
"6137",0,1,82618.62232974
"6138",0,1,81835.4007749
"6139",0,1,46451.64776847
"6140",0,1,65150.02746229
"6141",2,1,7812.92746567
"6142",18,1,38768.48616341
"6143",6,1,6496.75388956
"6144",3,1,8148.90275127
"6145",4,1,12542.77953012
"6146",0,5,414.50087359
"6147",8,1,26590.38008449
"6148",99,2,592.46622864
"6149",2,2,1122.28670514
"6150",2,2,1122.28670514
"6151",66,2,592.46622864
"6152",66,2,592.46622864
"6153",2,2,1039.24309412
"6154",66,2,1039.24309412
"6155",66,2,1039.24309412
"6156",8,1,4748.5889354
"6157",10,2,1036.72737077
"6158",3,2,1036.72737077
"6159",3,2,1036.72737077
"6160",2,2,1036.72737077
"6161",2,2,1036.72737077
"6162",2,2,1036.72737077
"6163",2,2,1356.48332657
"6164",5,1,12375.76659513
"6165",3,1,13732.31646456
"6166",7,1,24946.73804181
"6167",6,1,9684.35919061
"6168",3,1,16125.59228168
"6169",2,1,14666.4777956
"6170",10,1,28767.18381976
"6171",11,1,20648.90529731
"6172",0,1,13421.19380237
"6173",0,1,24946.73804181
"6174",7,1,24537.7377811
"6175",4,1,20882.95613435
"6176",0,1,12535.24541393
"6177",5,1,26024.08483145
"6178",6,1,25363.46298749
"6179",19,1,21737.19136059
"6180",12,1,25031.45017962
"6181",4,1,18530.25865544
"6182",5,1,22471.23792221
"6183",3,4,13493.16471714
"6184",6,1,19587.17302805
"6185",2,4,16810.28603431
"6186",6,1,11444.15606294
"6187",19,1,11498.98206861
"6188",1,1,24430.06438782
"6189",19,1,26799.55953293
"6190",15,1,18988.56751856
"6191",0,4,25983.17924331
"6192",7,1,85886.62534606
"6193",8,1,18104.70247028
"6194",4,1,15536.09431936
"6195",17,1,20154.2395541
"6196",26,1,13435.32266004
"6197",0,4,33611.978404
"6198",10,1,81069.12195456
"6199",2,1,79569.9373815
"6200",3,1,71882.00833511
"6201",0,1,67117.01428921
"6202",6,1,21109.48650326
"6203",25,1,55755.0305502
"6204",9,1,75412.26668166
"6205",7,1,48279.32210038
"6206",3,1,38906.53959239
"6207",3,1,20178.36831463
"6208",5,2,33593.53633802
"6209",3,1,43977.54493609
"6210",7,1,9175.96078307
"6211",2,1,67775.5442352
"6212",3,1,61707.99122399
"6213",3,1,78758.4150309
"6214",24,1,40801.23905604
"6215",12,1,42479.75547222
"6216",0,1,25909.96745034
"6217",20,1,18027.01193521
"6218",3,1,61331.97024936
"6219",18,1,19974.80802529
"6220",4,2,4870.3977748
"6221",10,2,9256.489769
"6222",12,4,15767.29432941
"6223",9,2,23904.26573108
"6224",4,1,16851.23760267
"6225",20,1,21303.48959591
"6226",0,1,18384.69363553
"6227",7,1,16144.30370477
"6228",4,1,4896.05545718
"6229",4,1,2562.35541092
"6230",0,1,5317.6358042
"6231",1,1,6861.23785894
"6232",5,4,7248.2436741
"6233",6,1,28880.67172136
"6234",4,1,6867.154088
"6235",16,1,5395.11023265
"6236",7,1,15093.53293483
"6237",0,1,56525.33551606
"6238",0,1,3122.28354214
"6239",22,3,9464.1257662
"6240",9,1,57376.37101641
"6241",0,1,2317.12283979
"6242",4,1,31906.50347994
"6243",7,1,9338.72368051
"6244",3,1,20651.53539797
"6245",0,1,2004.35543117
"6246",24,1,13312.40412478
"6247",3,1,17903.36513109
"6248",1,1,26877.32793343
"6249",0,2,9784.8162182
"6250",3,3,24725.09045614
"6251",4,1,49699.64385193
"6252",4,1,42881.83213755
"6253",9,1,20468.98602345
"6254",10,1,51307.07958272
"6255",21,1,55833.11534138
"6256",5,2,2572.96965996
"6257",66,2,2572.96965996
"6258",10,2,612.78267704
"6259",66,2,612.78267704
"6260",66,2,612.78267704
"6261",66,2,612.78267704
"6262",4,1,8725.36753179
"6263",7,1,27261.06853098
"6264",0,2,2517.34907487
"6265",3,1,9534.25152882
"6266",4,1,10927.03396019
"6267",20,1,23146.44354539
"6268",4,1,15367.41533163
"6269",4,1,19698.07830546
"6270",11,1,28050.36091672
"6271",0,2,22225.57334581
"6272",5,1,14699.4390926
"6273",8,1,26293.87513896
"6274",0,2,12750.26512972
"6275",8,1,21974.6310646
"6276",4,1,26822.26199024
"6277",16,1,36689.96718671
"6278",16,1,13224.63214806
"6279",0,4,28637.51387042
"6280",66,2,1695.7506131
"6281",1,1,24003.11547743
"6282",6,1,26364.71761444
"6283",1,1,21117.64685817
"6284",2,1,20965.78721137
"6285",7,1,7843.30079487
"6286",3,4,10425.9344132
"6287",4,1,26035.33744624
"6288",1,4,3992.87100044
"6289",2,1,26762.67866568
"6290",3,1,41751.22568138
"6291",3,1,13914.99950984
"6292",6,1,5042.16253087
"6293",8,1,38758.33231885
"6294",2,1,41852.10671081
"6295",0,1,38866.9861796
"6296",0,1,30564.13233948
"6297",5,1,39861.68592242
"6298",0,1,41915.58561734
"6299",0,1,13982.26224322
"6300",0,1,13982.26224322
"6301",12,1,24587.22473203
"6302",3,4,4105.68749695
"6303",0,2,4933.87129493
