"","GBPU","Year","LateACKills","TotalACKills","salmon_biomass","salmon_biomass_geo_mean","spring_precip","summer_precip","spring_mean_temp","summer_mean_temp","Latitude","Longitude","human_pop_2011","salmon_estimated","grizzly_pop_est","GBPU_usable_area","normals_mean_spring_precip","normals_mean_summer_precip","normals_mean_spring_temp","normals_mean_summer_temp","prev_3yr_conflict","prev_3yr_hunts"
"22","Alta",2001,0,0,NA,NA,101.439083232811,265.775633293124,1.56743063932449,13.708082026538,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,2,2
"23","Alta",2002,0,0,NA,NA,71.8130277442702,219.372738238842,-2.83486127864897,13.4053075995175,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,1
"24","Alta",2003,0,0,NA,NA,124.913148371532,221.202653799759,0.121230398069964,13.5650180940893,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,4
"25","Alta",2004,0,0,NA,NA,91.7539203860072,176.37394451146,1.41544028950543,14.5265379975875,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,0,9
"26","Alta",2005,0,0,NA,NA,114.656212303981,247.910735826297,3.89469240048251,12.6811821471653,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,0,8
"27","Alta",2006,0,0,NA,NA,100.440289505428,227.696019300362,1.25078407720145,14.0712907117008,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,0,10
"28","Alta",2007,0,0,NA,NA,148.392038600724,263.477683956574,0.0680337756332931,13.5425814234017,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,0,7
"29","Alta",2008,1,1,NA,NA,130.299155609168,297.435464414958,0.653679131483715,13.3903498190591,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,0,9
"30","Alta",2009,0,0,NA,NA,94.2617611580217,215.02533172497,-1.08793727382388,13.8320868516285,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,9
"31","Alta",2010,0,0,NA,NA,86.816646562123,211.687575392039,3.02931242460796,13.9270205066345,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,11
"32","Alta",2011,1,1,NA,NA,122.45476477684,286.288299155609,0.148371531966224,12.9996381182147,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,13
"33","Alta",2012,0,0,NA,NA,152.124246079614,251.75753920386,1.27418576598311,14.8007237635706,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,9
"34","Alta",2013,0,1,NA,NA,106.34861278649,364.271411338963,-0.182388419782871,14.1951749095296,57.5164256007238,-122.048499010856,1166.67630122939,FALSE,132,13162008929.3,102.832328106152,238.97466827503,1.45778045838359,13.6006031363088,1,9
"35","Babine",1980,3,3,NA,NA,141.122352941176,173.423529411765,1.81811764705882,10.8170588235294,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,NA,NA
"36","Babine",1981,0,1,NA,NA,247.865882352941,169.731764705882,2.15494117647059,11.2471764705882,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,NA,NA
"37","Babine",1982,0,0,NA,NA,91.6811764705882,181.671764705882,-0.792352941176471,11.8905882352941,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,NA,NA
"38","Babine",1983,0,0,1987485.6,17803.9220930206,108.690588235294,287.412941176471,2.17870588235294,10.3077647058824,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,4,7
"39","Babine",1984,0,0,1162613.4,11642.0459777192,175.732941176471,188.497647058824,1.74,9.87541176470588,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,1,7
"40","Babine",1985,0,1,3235765.9,38076.1124351226,160.861176470588,194.927058823529,1.18282352941176,10.2301176470588,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,0,8
"41","Babine",1986,1,1,1139419.9,10635.3715541358,167.935294117647,187.904705882353,1.36541176470588,10.724,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,1,6
"42","Babine",1987,0,0,1664643.3,27869.3624118672,124.771764705882,223.022352941176,1.32388235294118,11.0782352941176,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,8
"43","Babine",1988,0,0,1611498.6,20748.834705276,172.210588235294,237.441176470588,2.29811764705882,9.77294117647059,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,13
"44","Babine",1989,0,0,2437625.1,10572.4998274148,129.610588235294,159.3,0.752705882352941,12.1585882352941,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,1,15
"45","Babine",1990,0,0,1614550.87719966,15190.2496238389,137.083529411765,156.497647058824,2.21458823529412,11.7721176470588,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,0,16
"46","Babine",1991,1,1,2016512.51107766,23385.0548753938,93.2,229.167058823529,1.35035294117647,11.2258823529412,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,0,15
"47","Babine",1992,0,0,2293668.15765465,35934.9623537572,153.461176470588,106.330588235294,2.09576470588235,11.9811764705882,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,1,17
"48","Babine",1993,1,2,2272771.5,36110.727416967,122.517647058824,196.967058823529,3.18623529411765,10.7718823529412,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,1,15
"49","Babine",1994,0,0,1067198.79711181,11300.06336222,138.944705882353,180.211764705882,2.80458823529412,11.6825882352941,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,3,10
"50","Babine",1995,0,0,1735468.6,21800.7625863613,115.310588235294,197.910588235294,1.54552941176471,11.2463529411765,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,8
"51","Babine",1996,2,2,1698205.8,33251.0743683358,135.931764705882,221.372941176471,0.0685882352941176,10.1118823529412,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,12
"52","Babine",1997,0,0,940335.8,30283.2054588501,171.731764705882,237.256470588235,0.864823529411765,11.1814117647059,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,17
"53","Babine",1998,0,0,831543.193001583,15950.4968623148,145.615294117647,179.684705882353,2.80423529411765,12.3407058823529,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,17
"54","Babine",1999,0,0,645688.747796507,22193.334107314,169.489411764706,216.897647058824,0.496823529411765,10.344,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,15
"55","Babine",2000,2,3,1296554.9,34817.4627818711,126.956470588235,226.281176470588,1.13917647058824,10.6525882352941,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,0,15
"56","Babine",2001,2,2,2514499.7,95444.7216942152,156.711764705882,262.988235294118,0.308352941176471,9.88858823529412,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,3,18
"57","Babine",2002,0,0,1104760.92206849,18542.0695718145,241.342352941176,133.508235294118,-1.72870588235294,10.6395294117647,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,5,15
"58","Babine",2003,0,0,1504302.03616143,36923.7340382018,183.243529411765,254.684705882353,0.103529411764706,10.8565882352941,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,5,15
"59","Babine",2004,0,0,929465.588483898,24208.1505656011,143.991764705882,247.012941176471,2.50717647058824,12.7807058823529,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,15
"60","Babine",2005,2,2,1309463.42520128,25192.0149912804,177.124705882353,273.511764705882,3.37435294117647,10.8496470588235,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,0,20
"61","Babine",2006,0,0,1084572.49190431,25476.2945034193,112.552941176471,170.852941176471,0.678941176470588,11.2428235294118,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,18
"62","Babine",2007,2,2,911311.286924858,28546.067902385,163.86,315.696470588235,0.507411764705882,10.6521176470588,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,2,16
"63","Babine",2008,6,6,809231.988612972,19904.1541166406,112.905882352941,224.421176470588,1.16188235294118,10.0701176470588,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,4,18
"64","Babine",2009,0,0,1605984.6655014,24112.8345171621,185.164705882353,126.18,-0.362823529411765,12.3917647058824,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,8,16
"65","Babine",2010,0,0,520243.968310928,12384.0370272674,150.528235294118,114.316470588235,2.19294117647059,11.0351764705882,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,8,17
"66","Babine",2011,3,3,950329.4,37376.7399408165,124.477647058824,236.663529411765,0.688352941176471,10.7984705882353,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,6,11
"67","Babine",2012,0,0,1424268.90446731,43260.6262365761,187.316470588235,231.632941176471,0.936,11.6241176470588,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,3,15
"68","Babine",2013,0,0,1034153.11730456,19801.0365484011,157.644705882353,233.250588235294,0.715764705882353,11.8169411764706,55.3564438552941,-126.977597244706,5908.55588499325,TRUE,313,13701668148.6,150.525882352941,203.408235294118,1.31917647058824,11.0317647058824,3,13
"69","Bulkley-Lakes",1980,2,2,NA,NA,212.862365591398,171.141935483871,1.95634408602151,10.7742652329749,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,NA,NA
"70","Bulkley-Lakes",1981,0,0,NA,NA,347.893189964158,161.33835125448,2.33763440860215,11.2204301075269,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,NA,NA
"71","Bulkley-Lakes",1982,1,1,NA,NA,164.13476702509,127.448028673835,-0.459426523297491,11.5521863799283,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,NA,NA
"72","Bulkley-Lakes",1983,0,0,539421.921035027,2090.2339850784,122.730465949821,269.038709677419,2.68831541218638,10.3460215053763,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,3,18
"73","Bulkley-Lakes",1984,0,0,847737.919739857,2727.19792309578,249.832974910394,236.809318996416,1.83189964157706,9.87390681003584,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,1,23
"74","Bulkley-Lakes",1985,0,0,1068092,3708.81333504414,303.932616487455,148.602150537634,1.35275985663082,10.3574193548387,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,1,27
"75","Bulkley-Lakes",1986,2,2,1238454,5037.81015154229,269.786379928315,161.863799283154,1.66917562724014,10.9450896057348,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,0,30
"76","Bulkley-Lakes",1987,0,0,1106913.5,4329.05368962805,214.85376344086,194.305376344086,1.70121863799283,11.0610035842294,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,23
"77","Bulkley-Lakes",1988,1,2,2000686.70049983,9147.4738884051,236.605017921147,218.545519713262,2.10093189964158,9.57770609318996,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,25
"78","Bulkley-Lakes",1989,1,2,1841517.23044192,5168.77878595548,189.162724014337,156.3770609319,1.36487455197133,11.8154838709677,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,4,23
"79","Bulkley-Lakes",1990,1,2,792238.873176469,4408.60001559094,213.007168458781,151.47311827957,2.54716845878136,11.9448745519713,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,4,27
"80","Bulkley-Lakes",1991,0,0,2823943.2,3674.08913693436,169.244444444444,243.485304659498,1.44881720430108,10.9048028673835,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,6,20
"81","Bulkley-Lakes",1992,0,0,1197762.46063694,3272.51747643722,233.062365591398,121.546953405018,2.67046594982079,12.0273835125448,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,4,27
"82","Bulkley-Lakes",1993,2,2,800636.771226074,2512.07479840856,180.401433691756,162.398566308244,3.11469534050179,10.8139784946237,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,26
"83","Bulkley-Lakes",1994,0,1,583702.232147076,2343.23682271737,237.374910394265,163.701792114695,2.79627240143369,11.5595698924731,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,27
"84","Bulkley-Lakes",1995,1,1,889922.150884271,1651.63698946744,188.764874551971,197.435842293907,2.1341935483871,11.1497491039427,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,3,24
"85","Bulkley-Lakes",1996,0,0,1315528.04103121,3415.27586283034,220.212186379928,225.698207885305,0.749462365591398,10.1407885304659,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,4,22
"86","Bulkley-Lakes",1997,2,2,597144.22734482,1449.26797375293,257.625089605735,219.361290322581,1.39756272401434,11.1940501792115,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,28
"87","Bulkley-Lakes",1998,3,3,1583405.4527044,3682.64210009607,192.882437275986,188.710394265233,2.8794982078853,12.2031541218638,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,3,23
"88","Bulkley-Lakes",1999,2,2,960594.794736329,2628.33178602714,257.815770609319,214.693189964158,0.59326164874552,10.1868100358423,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,5,22
"89","Bulkley-Lakes",2000,0,2,1405865.7202557,4397.46892949731,220.645161290323,238.683870967742,1.35763440860215,10.7379211469534,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,7,21
"90","Bulkley-Lakes",2001,1,2,1797248.73193693,6628.71818988604,245.979928315412,248.395698924731,0.658494623655914,9.82666666666667,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,7,20
"91","Bulkley-Lakes",2002,0,1,818957.586723542,4553.08651463363,352.962007168459,123.197132616487,-1.11483870967742,10.7159139784946,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,6,16
"92","Bulkley-Lakes",2003,0,0,3098482.72812836,10632.9972768904,295.346953405018,230.232974910394,0.727383512544803,10.9511827956989,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,5,9
"93","Bulkley-Lakes",2004,0,1,524886.338826417,4038.79306137689,232.911827956989,249.572043010753,2.90215053763441,12.694982078853,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,3,12
"94","Bulkley-Lakes",2005,1,1,1999267.89820669,10118.6017438229,292.562724014337,257.199283154122,3.44917562724014,11.0387096774194,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,17
"95","Bulkley-Lakes",2006,2,3,521646.93626442,2699.15307591819,181.686738351254,144.799283154122,1.18222222222222,11.3227240143369,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,2,19
"96","Bulkley-Lakes",2007,4,4,1698014,4631.2372961513,267.18853046595,273.90752688172,1.12229390681004,10.8607885304659,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,5,16
"97","Bulkley-Lakes",2008,1,1,418126.806461283,925.569035636481,170.488172043011,230.281003584229,1.3973476702509,10.0730465949821,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,8,21
"98","Bulkley-Lakes",2009,1,2,3251962.85239374,9772.78012963275,281.464516129032,116.287455197133,0.254623655913979,12.3089605734767,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,8,21
"99","Bulkley-Lakes",2010,6,6,478637.68474568,1642.80470308069,238.030107526882,109.87311827957,2.25956989247312,10.9459498207885,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,7,25
"100","Bulkley-Lakes",2011,0,2,1013782.6,4069.76119307529,195.032974910394,228.067383512545,0.970609318996416,10.721935483871,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,9,18
"101","Bulkley-Lakes",2012,2,2,1718253.1,2767.75302334753,272.599283154122,219.705376344086,1.19770609318996,11.2754838709677,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,10,22
"102","Bulkley-Lakes",2013,0,2,1727786.67965808,8007.03897033012,253.324731182796,199.633691756272,0.893691756272401,11.8379211469534,54.2027470258065,-127.507470103226,24070.7669951216,TRUE,439,22342917504.9,234.288888888889,192.893189964158,1.63362007168459,11.0118996415771,10,22
"103","Cassiar",1980,0,0,NA,NA,83.9030085316569,208.219128872923,-1.39025594970813,9.90826223619219,59.4196030660081,-130.578860136507,529.690773247742,FALSE,612,35574960281.5,85.1019308486754,173.439155814998,-1.57745846430175,10.1060619667714,NA,NA
"104","Cassiar",1981,0,0,NA,NA,96.3650651100135,139.419398293669,-0.911450381679389,9.72694207453974,59.4196030660081,-130.578860136507,529.690773247742,FALSE,612,35574960281.5,85.1019308486754,173.439155814998,-1.57745846430175,10.1060619667714,NA,NA
